time,altitude,distance,grade,heartrate,cadence,lat,long,power,velocity1,velocity
803,16.4,6.5262,3.7,148,75,44.397007,8.942476,279.9197956,23.76,6.6
804,16.8,6.5329,3.7,148,76,44.396966,8.942411,279.9197956,23.76,6.6
805,16.8,6.5398,2.9,148,78,44.396931,8.942338,238.316072,24.12,6.7
806,17,6.5467,1.5,148,78,44.396892,8.942265,159.3278935,24.48,6.8
807,17.2,6.5534,1.5,149,78,44.396863,8.942189,159.3278935,24.48,6.8
808,17.2,6.5602,1.5,149,78,44.396839,8.942108,159.3278935,24.48,6.8
809,17.2,6.5669,1.5,149,77,44.39682,8.942025,159.3278935,24.48,6.8
810,17.4,6.5736,1.5,149,77,44.396813,8.941944,159.3278935,24.48,6.8
811,17.6,6.5802,3.1,148,75,44.396815,8.941865,250.1298382,24.12,6.7
812,17.6,6.5866,3.8,148,75,44.396824,8.941785,285.7339671,23.76,6.6
813,18,6.5931,3.9,148,74,44.396838,8.941705,291.5474581,23.76,6.6
814,18.4,6.5996,4.6,148,73,44.396859,8.941624,325.8537404,23.4,6.5
815,18.6,6.606,3.8,148,74,44.39688,8.941545,280.0706695,23.4,6.5
816,18.8,6.6125,3.1,148,74,44.3969,8.941464,239.9750058,23.4,6.5
817,19,6.6192,3,148,75,44.396919,8.941382,234.2447144,23.4,6.5
818,19.2,6.6258,3,148,75,44.396938,8.941302,234.2447144,23.4,6.5
819,19.4,6.6324,3.8,148,75,44.39696,8.94122,285.7339671,23.76,6.6
820,19.6,6.6391,3.8,148,76,44.396989,8.941133,285.7339671,23.76,6.6
821,20,6.6456,3.8,149,76,44.397013,8.94105,285.7339671,23.76,6.6
822,20.2,6.6524,3,149,77,44.397038,8.940969,239.2029972,23.76,6.6
823,20.4,6.659,2.3,149,76,44.397065,8.94089,198.4596505,23.76,6.6
824,20.4,6.6656,1.5,149,76,44.397092,8.940815,151.8709669,23.76,6.6
825,20.6,6.6722,0.8,150,75,44.397116,8.940743,111.0908277,23.76,6.6
826,20.6,6.6789,2.3,151,75,44.397143,8.940672,202.8625599,24.12,6.7
827,20.6,6.6855,2.3,151,75,44.397174,8.940596,198.4596505,23.76,6.6
828,21,6.6921,2.3,152,75,44.397213,8.940525,198.4596505,23.76,6.6
829,21.2,6.6987,3,152,75,44.397249,8.940455,239.2029972,23.76,6.6
830,21.2,6.7052,2.3,152,75,44.397284,8.940386,198.4596505,23.76,6.6
831,21.4,6.7119,2.3,153,75,44.397321,8.940317,198.4596505,23.76,6.6
832,21.6,6.7184,3.1,153,75,44.397359,8.940254,245.021447,23.76,6.6
833,21.8,6.7248,3.1,153,74,44.397398,8.940193,239.9750058,23.4,6.5
834,22,6.7313,3.1,154,74,44.397437,8.940134,239.9750058,23.4,6.5
835,22.2,6.7378,3.1,154,73,44.397473,8.940072,239.9750058,23.4,6.5
836,22.4,6.744,3.9,154,72,44.397507,8.940009,280.1057106,23.04,6.4
837,22.6,6.7504,4.7,154,73,44.397542,8.939945,325.1785457,23.04,6.4
838,23,6.7569,4,154,73,44.397579,8.939878,285.7423587,23.04,6.4
839,23.4,6.7631,3.3,155,73,44.39761,8.939814,246.2722013,23.04,6.4
840,23.4,6.7691,1.7,155,38,44.397639,8.939746,0,22.68,6.3
841,23.4,6.7747,0.8,156,69,44.397664,8.939683,96.60566086,21.96,6.1
842,23.4,6.7806,1.6,156,66,44.397685,8.939616,136.2522636,21.6,6
843,23.6,6.7868,2.4,156,70,44.397705,8.939544,178.6030002,21.6,6
844,23.8,6.7935,2.3,157,73,44.397727,8.93947,177.3556335,21.96,6.1
845,24,6.8001,2.2,157,75,44.397743,8.93939,175.9887216,22.32,6.2
846,24,6.8069,2.2,158,77,44.397757,8.939305,184.1928811,23.04,6.4
847,24.2,6.8138,2.2,158,78,44.397766,8.939217,192.6373527,23.76,6.6
848,24.4,6.8206,2.9,159,78,44.397777,8.939131,243.3110243,24.48,6.8
849,24.6,6.8274,3,160,78,44.397788,8.939045,249.3063489,24.48,6.8
850,24.8,6.8342,3,160,77,44.397799,8.93896,249.3063489,24.48,6.8
851,25,6.8408,3,160,76,44.39781,8.938875,249.3063489,24.48,6.8
852,25.2,6.8475,3,160,76,44.397821,8.938794,244.2232301,24.12,6.7
853,25.4,6.8541,3,160,75,44.397832,8.938712,244.2232301,24.12,6.7
854,25.6,6.8607,3,160,76,44.397846,8.938632,244.2232301,24.12,6.7
855,25.8,6.8673,3,160,77,44.397859,8.938551,239.2029972,23.76,6.6
856,26,6.8741,3,161,76,44.397869,8.938469,244.2232301,24.12,6.7
857,26.2,6.8807,3.7,161,76,44.397878,8.938386,279.9197956,23.76,6.6
858,26.4,6.8873,3.8,160,76,44.39789,8.938305,285.7339671,23.76,6.6
859,26.8,6.894,4.6,160,76,44.397902,8.938225,338.6509954,24.12,6.7
860,27,6.9005,4.6,160,75,44.39791,8.938142,332.2213929,23.76,6.6
861,27.4,6.9069,3.9,160,73,44.397918,8.938061,291.5474581,23.76,6.6
862,27.6,6.9133,3.9,160,72,44.397927,8.937982,285.7960773,23.4,6.5
863,27.8,6.9195,4,160,72,44.397936,8.937904,285.7423587,23.04,6.4
864,28,6.9259,3.2,160,72,44.397945,8.937827,240.6311695,23.04,6.4
865,28.4,6.9321,3.2,160,71,44.397956,8.937751,235.6176705,22.68,6.3
866,28.4,6.9382,2.4,160,71,44.397967,8.937673,191.1761252,22.68,6.3
867,28.6,6.9445,1.6,160,70,44.397978,8.937595,143.1647617,22.32,6.2
868,28.6,6.9506,2.4,160,70,44.39799,8.937521,186.9271895,22.32,6.2
869,28.8,6.9567,3.3,160,70,44.398001,8.937445,236.128063,22.32,6.2
870,29,6.9629,4.1,160,70,44.398008,8.937372,279.8246091,22.32,6.2
871,29.4,6.9691,4.1,160,70,44.398015,8.937299,279.8246091,22.32,6.2
872,29.6,6.9751,4.1,160,69,44.398024,8.937226,274.135534,21.96,6.1
873,29.8,6.9813,2.5,160,70,44.398039,8.937151,188.1168818,21.96,6.1
874,30,6.9873,2.5,159,69,44.398059,8.937075,188.1168818,21.96,6.1
875,30,6.9933,1.6,159,69,44.398076,8.936999,139.6798777,21.96,6.1
876,30.2,6.9995,0.8,159,70,44.398095,8.936923,96.60566086,21.96,6.1
877,30.2,7.0057,1.6,159,70,44.398115,8.936851,139.6798777,21.96,6.1
878,30.2,7.0118,1.6,159,70,44.398134,8.936778,139.6798777,21.96,6.1
879,30.4,7.018,3.3,159,70,44.398153,8.936707,231.1437708,21.96,6.1
880,30.6,7.0241,3.3,159,69,44.398174,8.936636,236.128063,22.32,6.2
881,31,7.0301,3.3,159,68,44.398198,8.93657,231.1437708,21.96,6.1
882,31,7.0361,3.3,159,68,44.398224,8.936505,231.1437708,21.96,6.1
883,31.2,7.0423,2.4,158,69,44.39825,8.93644,182.7364599,21.96,6.1
884,31.4,7.0485,3.2,158,70,44.398278,8.936373,225.7671624,21.96,6.1
885,31.6,7.0547,4,158,71,44.398304,8.936305,268.7637646,21.96,6.1
886,31.8,7.0611,3.2,158,72,44.398329,8.936236,230.6633134,22.32,6.2
887,32.2,7.0674,2.3,158,73,44.398353,8.936164,185.6188783,22.68,6.3
888,32.2,7.0737,2.3,159,73,44.398377,8.936091,185.6188783,22.68,6.3
889,32.2,7.0803,0.8,159,73,44.398402,8.936017,105.1174629,23.04,6.4
890,32.4,7.0869,0.7,158,75,44.398425,8.935941,99.46751598,23.04,6.4
891,32.4,7.0937,0,158,77,44.39845,8.935866,62.164895,23.4,6.5
892,32.4,7.1008,-2.1,158,79,44.398476,8.935788,0,24.12,6.7
893,32.2,7.1081,-2.7,158,81,44.398502,8.935707,0,24.84,6.9
894,31.8,7.1154,-3.3,157,84,44.398529,8.935623,0,25.2,7
895,31.6,7.1232,-2.6,157,87,44.398556,8.935535,0,26.28,7.3
896,31.4,7.1312,-1.9,156,81,44.398586,8.935447,0,27,7.5
897,31.4,7.1393,-1.8,155,82,44.398615,8.935356,0,27.72,7.7
898,31.2,7.1475,-1.2,154,85,44.398646,8.935263,16.80116183,28.44,7.9
899,31,7.156,-1.2,154,83,44.39868,8.93517,21.28412169,29.16,8.1
900,31,7.1647,-1.1,153,78,44.398714,8.935075,33.3979268,29.88,8.3
901,31,7.1734,-1.1,153,78,44.398751,8.934978,35.99598746,30.24,8.4
902,30.8,7.1824,-1.1,152,81,44.398786,8.934881,41.42943878,30.96,8.6
903,30.6,7.1912,-2.2,152,82,44.398822,8.93478,0,31.32,8.7
904,30.6,7.2001,-2.8,151,83,44.398856,8.934678,0,31.68,8.8
905,30.2,7.2094,-2.7,150,85,44.398893,8.934576,0,32.04,8.9
906,29.8,7.2187,-3.7,149,86,44.398929,8.934471,0,32.76,9.1
907,29.6,7.2281,-3.7,148,87,44.398968,8.934366,0,32.76,9.1
908,29.2,7.2378,-3.6,147,88,44.399011,8.934262,0,33.48,9.3
909,28.8,7.2474,-3.6,146,89,44.39906,8.934161,0,34.2,9.5
910,28.4,7.2573,-3.1,144,89,44.399113,8.934064,0,34.56,9.6
911,28.2,7.2671,-3.1,143,89,44.399175,8.933974,0,34.92,9.7
912,28,7.2768,-2.6,142,0,44.399246,8.933896,0,34.92,9.7
913,27.6,7.2865,-2.6,141,0,44.399321,8.933823,0,34.92,9.7
914,27.4,7.296,-3.1,140,0,44.3994,8.933765,0,34.92,9.7
915,27.2,7.3055,-2.6,138,0,44.399476,8.93371,0,34.56,9.6
916,26.8,7.3151,-2.6,137,89,44.39955,8.933649,0,34.56,9.6
917,26.6,7.3247,-2.6,136,89,44.399622,8.933583,0,34.56,9.6
918,26.4,7.3342,-2.1,135,80,44.399694,8.933515,0,34.2,9.5
919,26.2,7.3437,-2.1,133,80,44.39977,8.933455,0,34.2,9.5
920,26,7.3532,-2.1,132,80,44.399847,8.933402,0,34.2,9.5
921,25.8,7.3626,-2.1,131,0,44.399924,8.933347,0,34.2,9.5
922,25.6,7.372,-1.6,129,0,44.400001,8.933292,0,34.2,9.5
923,25.4,7.3816,-1.1,129,88,44.400077,8.933235,69.98124273,34.2,9.5
924,25.4,7.3911,-1,130,88,44.400155,8.933182,78.36768655,34.2,9.5
925,25.4,7.4005,-1,129,82,44.400231,8.933119,78.36768655,34.2,9.5
926,25.2,7.4101,-2.1,128,82,44.400305,8.933045,0,34.2,9.5
927,25,7.4197,-2.6,128,82,44.400377,8.932974,0,34.2,9.5
928,24.6,7.4295,-2,128,0,44.400446,8.932899,0,34.56,9.6
929,24.4,7.4395,-2,128,0,44.400514,8.93282,0,34.92,9.7
930,24.4,7.4493,-2,128,0,44.400582,8.932739,0,35.28,9.8
931,24.2,7.4594,-2,127,0,44.400649,8.932658,0,35.64,9.9
932,23.8,7.4695,-2.5,127,0,44.400719,8.93258,0,36,10
933,23.6,7.4794,-3,127,0,44.400791,8.93251,0,36,10
934,23.4,7.4893,-3,127,0,44.400863,8.932442,0,36,10
935,23,7.4993,-3,127,0,44.400939,8.932382,0,36,10
936,22.6,7.5091,-3,127,0,44.40102,8.932326,0,35.64,9.9
937,22.4,7.5189,-2.5,127,0,44.401099,8.932272,0,35.64,9.9
938,22.2,7.5288,-1.5,127,0,44.401178,8.932214,0,35.64,9.9
939,22,7.5387,-2,127,91,44.401256,8.932158,6.305662978,35.64,9.9
940,22,7.5487,-2.1,125,91,44.401334,8.932103,0,35.64,9.9
941,21.6,7.5583,-2.6,124,91,44.401412,8.932047,0,35.28,9.8
942,21.4,7.5678,-2.6,123,0,44.401489,8.931993,0,35.28,9.8
943,21,7.5772,-1.6,122,0,44.401567,8.931942,0,34.92,9.7
944,21,7.5866,-1.6,121,86,44.401643,8.931889,31.21734015,34.56,9.6
945,21,7.596,-1.1,120,87,44.401719,8.931837,69.98124273,34.2,9.5
946,20.8,7.6054,-2.1,119,87,44.401793,8.931786,0,33.84,9.4
947,20.6,7.6147,-3.2,116,87,44.401867,8.931731,0,33.84,9.4
948,20.2,7.6243,-3.2,114,88,44.401951,8.931692,0,33.84,9.4
949,19.8,7.6338,-4.2,113,89,44.402032,8.931649,0,33.84,9.4
950,19.6,7.6434,-3.6,112,89,44.402109,8.931601,0,34.2,9.5
951,19,7.6531,-3.6,110,89,44.402186,8.931549,0,34.2,9.5
952,18.8,7.6628,-4.1,110,90,44.402263,8.931496,0,34.56,9.6
953,18.4,7.6728,-3.6,110,91,44.402341,8.931438,0,34.92,9.7
954,18,7.6826,-3.6,108,91,44.40242,8.931382,0,35.28,9.8
955,17.6,7.6924,-3.1,108,91,44.402499,8.931326,0,35.28,9.8
956,17.4,7.7022,-2.1,108,91,44.402579,8.93127,0,35.28,9.8
957,17.2,7.7118,-2.1,108,91,44.402658,8.931211,0,35.28,9.8
958,17.2,7.7213,-3.1,107,0,44.402734,8.931152,0,34.92,9.7
959,16.8,7.7309,-3.7,108,0,44.402808,8.93109,0,34.92,9.7
960,16.2,7.7403,-4.7,108,0,44.402881,8.931024,0,34.56,9.6
961,15.8,7.7499,-4.2,108,0,44.402953,8.930957,0,34.2,9.5
962,15.4,7.7593,-3.7,107,0,44.403023,8.930886,0,34.2,9.5
963,15.2,7.7689,-3.1,107,0,44.403091,8.930813,0,34.2,9.5
964,14.8,7.7785,-2.6,106,0,44.403158,8.930737,0,34.2,9.5
965,14.6,7.7882,-2.6,106,0,44.403224,8.930659,0,34.56,9.6
966,14.4,7.7978,-1.6,105,0,44.40329,8.930582,0,34.56,9.6
967,14.2,7.8074,-1,105,0,44.403358,8.930505,0,34.56,9.6
968,14.2,7.8171,-1,104,0,44.403425,8.93043,0,34.56,9.6
969,14.2,7.8267,-1.6,102,0,44.403494,8.930356,0,34.56,9.6
970,14,7.8361,-2.1,101,0,44.403561,8.930282,0,34.56,9.6
971,13.6,7.8456,-3.2,100,0,44.403628,8.930208,0,34.56,9.6
972,13.4,7.855,-4.3,98,0,44.403695,8.930133,0,34.2,9.5
973,13,7.864,-3.8,97,0,44.403761,8.93006,0,33.84,9.4
974,12.4,7.8733,-3.2,98,0,44.403824,8.929987,0,33.48,9.3
975,12.2,7.8827,-2.6,98,87,44.403888,8.929911,0,33.48,9.3
976,12.2,7.8924,-1.5,99,89,44.403955,8.929834,33.27498341,33.84,9.4
977,12,7.9024,-2,101,91,44.404023,8.929755,0,34.2,9.5
978,11.8,7.9123,-3,102,92,44.40409,8.929673,0,34.92,9.7
979,11.4,7.9224,-3,105,93,44.404156,8.929587,0,35.28,9.8
980,11,7.9327,-2.9,106,94,44.404225,8.929504,0,36,10
981,10.8,7.9429,-2.9,107,95,44.404297,8.929421,0,36.36,10.1
982,10.6,7.9535,-2.4,109,96,44.404367,8.929337,0,36.72,10.2
983,10.2,7.9642,-1.9,111,97,44.404441,8.929254,32.31422751,37.44,10.4
984,10,7.9746,-1.9,112,99,44.404516,8.929171,32.31422751,37.44,10.4
985,10,7.9854,-1.4,114,99,44.404593,8.92909,82.3931254,37.8,10.5
986,9.8,7.9963,-0.9,115,100,44.404669,8.929005,138.285916,38.52,10.7
987,9.6,8.0072,-1.4,117,101,44.404745,8.92892,91.05854427,38.52,10.7
988,9.6,8.0183,-1.8,117,102,44.404822,8.928833,57.41276033,38.88,10.8
989,9.4,8.0295,-1.8,118,103,44.404899,8.928743,65.97685959,39.6,11
990,9,8.0407,-2.2,119,104,44.404977,8.928653,31.23346177,39.96,11.1
991,8.8,8.0518,-2.2,121,104,44.405055,8.928565,31.23346177,39.96,11.1
992,8.6,8.0632,-1.8,122,104,44.405134,8.928477,74.95349486,40.32,11.2
993,8.4,8.0743,-1.8,123,104,44.405213,8.928391,74.95349486,40.32,11.2
994,8.2,8.0854,-1.8,123,103,44.405292,8.928304,74.95349486,40.32,11.2
995,8,8.0966,-1.4,123,103,44.405372,8.928221,114.4941764,40.32,11.2
996,7.8,8.1074,-1.8,124,102,44.405451,8.928139,70.41314223,39.96,11.1
997,7.8,8.1183,-1.8,123,101,44.405532,8.928058,65.97685959,39.6,11
998,7.4,8.1292,-1.9,123,101,44.405611,8.92798,56.26936987,39.6,11
999,7.2,8.1399,-2.3,124,100,44.405696,8.927912,13.55297282,39.24,10.9
1000,7,8.1506,-2.4,124,99,44.405783,8.92785,0.235079717,38.88,10.8
1001,6.8,8.1611,-1.9,124,98,44.405868,8.927782,43.84033169,38.52,10.7
1002,6.4,8.1714,-1.5,124,97,44.405946,8.927713,77.31991763,38.16,10.6
1003,6.4,8.1817,-1,125,96,44.406019,8.92766,119.4682667,37.8,10.5
1004,6.4,8.1918,0,125,94,44.406079,8.92761,206.749088,37.44,10.4
1005,6.4,8.2018,0,125,94,44.406143,8.92757,196.199652,36.72,10.2
1006,6.4,8.2116,-0.5,127,93,44.406202,8.92756,146.4826216,36.36,10.1
1007,6.4,8.2211,-1.6,127,90,44.406276,8.927576,41.25346103,35.64,9.9
1008,6.2,8.2306,-2.2,128,87,44.406358,8.927631,0,35.28,9.8
1009,5.8,8.2397,-2.2,128,86,44.406437,8.92769,0,34.56,9.6
1010,5.6,8.2488,-2.2,128,84,44.406512,8.927723,0,33.84,9.4
1011,5.6,8.2576,-1.7,128,83,44.406589,8.927753,10.97210593,33.12,9.2
1012,5.4,8.2663,-1.7,128,83,44.406668,8.927783,5.607361884,32.4,9
1013,5.2,8.275,-1.7,128,89,44.40675,8.927831,3.052078863,32.04,8.9
1014,5,8.2835,-1.8,127,88,44.406833,8.92787,0,31.68,8.8
1015,5,8.292,-1.8,127,88,44.406914,8.927899,0,30.96,8.6
1016,4.8,8.3005,-1.8,128,88,44.406992,8.927924,0,30.96,8.6
1017,4.6,8.3088,-1.8,128,87,44.407071,8.927949,0,30.6,8.5
1018,4.4,8.3169,-1.8,129,84,44.407146,8.927983,0,30.24,8.4
1019,4.4,8.325,-1.2,130,84,44.407219,8.928019,26.07104156,29.88,8.3
1020,4.2,8.333,-0.6,130,84,44.407287,8.928058,67.07357688,29.52,8.2
1021,4.2,8.3412,-1.2,131,85,44.407356,8.9281,21.28412169,29.16,8.1
1022,4.2,8.3499,-1.1,131,86,44.407426,8.928141,30.87772814,29.52,8.2
1023,4,8.3589,-2.1,132,78,44.407504,8.928183,0,30.24,8.4
1024,3.8,8.3688,-2.6,132,78,44.407588,8.928226,0,31.68,8.8
1025,3.4,8.3786,-3.4,132,78,44.407674,8.928271,0,32.76,9.1
1026,3.2,8.3889,-3.3,132,0,44.407763,8.928315,0,34.2,9.5
1027,2.6,8.3997,-4.6,131,0,44.407856,8.92836,0,36,10
1028,2.4,8.4109,-6.7,131,0,44.407953,8.928405,0,37.44,10.4
1029,1.4,8.4222,-6.9,131,0,44.408051,8.928447,0,38.52,10.7
1030,0.2,8.434,-8.1,131,0,44.408148,8.928489,0,39.96,11.1
1031,-0.6,8.4461,-6.7,130,0,44.408244,8.928533,0,41.04,11.4
1032,-1.4,8.4581,-5.9,130,0,44.40834,8.928577,0,42.12,11.7
1033,-1.8,8.47,-4.7,128,0,44.408435,8.92862,0,42.48,11.8
1034,-2.6,8.4816,-3.9,127,0,44.408528,8.928663,0,42.84,11.9
1035,-2.8,8.4928,-3.6,125,0,44.408622,8.928706,0,42.48,11.8
1036,-3.2,8.5037,-2.8,123,0,44.408715,8.92875,0,41.4,11.5
1037,-3.4,8.5146,-2.8,119,113,44.40881,8.928793,0,40.68,11.3
1038,-3.8,8.5248,-2.3,118,110,44.408904,8.928835,17.44492202,39.6,11
1039,-4,8.5358,-2.3,117,102,44.408997,8.928876,9.76322162,38.88,10.8
1040,-4.2,8.5468,-1.8,116,103,44.409094,8.928915,57.41276033,38.88,10.8
1041,-4.4,8.558,0,117,104,44.409188,8.928951,234.845623,39.24,10.9
1042,-4.6,8.569,0.4,117,104,44.409282,8.928985,273.3395087,39.24,10.9
1043,-4,8.7272,0.8,123,68,44.410912,8.928537,224.1439737,33.84,9.4
1044,-3.4,8.7337,1.1,125,65,44.410996,8.928485,238.3839744,33.12,9.2
1045,-3,8.7394,8.7,126,63,44.41103,8.928471,829.2887259,32.4,9
1046,-2.6,8.7449,9.2,127,61,44.411074,8.928439,844.3319617,31.68,8.8
1047,-2,8.7502,9.5,129,57,44.411113,8.928415,842.9354599,30.96,8.6
1048,-1.4,8.7554,9.8,132,55,44.411152,8.92839,526.1500707,20.16,5.6
1049,-1,8.7605,9.1,133,53,44.411189,8.928353,472.5749634,19.44,5.4
1050,-0.6,8.7654,8.3,135,53,44.411227,8.928317,417.0382303,18.72,5.2
1051,-0.2,8.77,8.5,138,51,44.411266,8.92829,408.1324172,18,5
1052,0.2,8.7747,7.4,140,50,44.411308,8.928263,352.080735,17.64,4.9
1053,0.6,8.7794,7.2,141,49,44.411348,8.928241,335.7583333,17.28,4.8
1054,0.8,8.7843,7.1,143,50,44.411383,8.928212,331.5536676,17.28,4.8
1055,1.2,8.7894,5.8,146,51,44.411422,8.928185,276.8151569,17.28,4.8
1056,1.6,8.7945,5.4,147,54,44.411459,8.928159,266.1072346,17.64,4.9
1057,1.8,8.8001,4.3,148,57,44.411499,8.928139,229.2207846,18.36,5.1
1058,2,8.8064,3.2,149,62,44.411541,8.928109,193.0452493,19.44,5.4
1059,2.2,8.8128,2.3,150,65,44.411587,8.928078,161.5088959,20.52,5.7
1060,2.4,8.8192,0.8,152,67,44.411639,8.928043,93.8841815,21.6,6
1061,2.4,8.826,-0.7,152,71,44.411689,8.928001,18.78982683,22.68,6.3
1062,2.2,8.8327,-1.4,152,78,44.411741,8.927956,0,23.4,6.5
1063,2,8.8397,-1.4,153,81,44.411797,8.927917,0,24.12,6.7
1064,2,8.8468,-0.7,153,81,44.411852,8.927874,27.25890293,24.48,6.8
1065,2,8.8538,0.7,153,81,44.411907,8.927834,114.4264907,24.84,6.9
1066,2,8.8609,0,153,81,44.411967,8.927792,74.34826,25.2,7
1067,2.2,8.868,0,153,81,44.412024,8.927748,76.978271,25.56,7.1
1068,2,8.8751,0.7,153,82,44.412081,8.927704,120.8568345,25.56,7.1
1069,2,8.8824,0,153,83,44.412134,8.927656,76.978271,25.56,7.1
1070,2.2,8.8896,0.7,154,83,44.412188,8.927611,124.1714835,25.92,7.2
1071,2.2,8.8967,0.7,153,82,44.412242,8.927562,124.1714835,25.92,7.2
1072,2.2,8.9038,0,153,82,44.412296,8.92751,79.674912,25.92,7.2
1073,2.2,8.911,0.7,153,83,44.41235,8.927464,124.1714835,25.92,7.2
1074,2.2,8.9182,0.7,153,83,44.412406,8.927417,124.1714835,25.92,7.2
1075,2.4,8.9256,1.4,153,84,44.41246,8.927369,168.6605184,25.92,7.2
1076,2.4,8.9329,2,153,85,44.412515,8.927318,206.7830249,25.92,7.2
1077,2.6,8.9402,2,154,85,44.41257,8.92727,211.3126224,26.28,7.3
1078,2.8,8.9476,2.7,154,85,44.412627,8.927219,256.3878,26.28,7.3
1079,3,8.9549,2.7,154,84,44.41268,8.92717,256.3878,26.28,7.3
1080,3.2,8.9621,3.4,154,84,44.412733,8.927121,301.4364376,26.28,7.3
1081,3.4,8.9693,4.1,154,84,44.412786,8.927064,346.4519517,26.28,7.3
1082,3.8,8.9766,4.1,154,84,44.412838,8.927002,346.4519517,26.28,7.3
1083,4.2,8.9839,2.7,155,84,44.412886,8.926931,256.3878,26.28,7.3
1084,4.4,8.9911,0.7,155,84,44.412939,8.926873,124.1714835,25.92,7.2
1085,4.2,8.9986,-2,156,84,44.412991,8.926811,0,26.28,7.3
1086,4,9.006,-3.3,156,86,44.413042,8.926749,0,26.28,7.3
1087,3.6,9.0136,-2.6,157,87,44.413094,8.926684,0,26.64,7.4
1088,3.4,9.0213,-2,157,88,44.413145,8.926618,0,27,7.5
1089,3.4,9.0289,0,157,89,44.413195,8.926551,91.146496,27.36,7.6
1090,3.4,9.0365,0.7,157,89,44.413245,8.926478,138.1150992,27.36,7.6
1091,3.6,9.0443,0.7,157,88,44.413294,8.926404,141.7769382,27.72,7.7
1092,3.6,9.0518,0.6,157,88,44.413342,8.926334,131.4056248,27.36,7.6
1093,3.6,9.0596,0,157,89,44.413389,8.926264,94.190327,27.72,7.7
1094,3.6,9.0673,0,157,89,44.413434,8.926189,94.190327,27.72,7.7
1095,3.6,9.0749,0.7,157,89,44.413481,8.926117,141.7769382,27.72,7.7
1096,3.6,9.0826,0,157,88,44.413527,8.926049,94.190327,27.72,7.7
1097,3.8,9.0902,0.7,156,88,44.413571,8.925978,141.7769382,27.72,7.7
1098,3.6,9.0977,0.7,156,88,44.413616,8.925903,138.1150992,27.36,7.6
1099,3.8,9.1053,0.7,156,87,44.413661,8.925834,138.1150992,27.36,7.6
1100,3.8,9.1128,1.3,155,86,44.413706,8.925764,178.3678318,27.36,7.6
1101,4,9.1203,0.7,155,87,44.413752,8.925705,134.5245703,27,7.5
1102,4,9.1277,0.7,154,87,44.413794,8.925642,134.5245703,27,7.5
1103,4,9.1353,0,154,86,44.413838,8.925575,88.173975,27,7.5
1104,4,9.1427,0,154,86,44.413881,8.925506,88.173975,27,7.5
1105,4,9.1502,0.7,153,87,44.413926,8.925437,134.5245703,27,7.5
1106,4,9.1578,0.7,153,87,44.41396,8.925333,134.5245703,27,7.5
1107,4.2,9.1653,0.7,153,87,44.414,8.925244,134.5245703,27,7.5
1108,4.2,9.1728,0,152,87,44.414038,8.925155,88.173975,27,7.5
1109,4.2,9.1804,-0.7,152,86,44.414081,8.925078,41.82234146,27,7.5
1110,4,9.1879,-0.7,152,87,44.414127,8.925001,41.82234146,27,7.5
1111,4,9.1955,-1.3,152,88,44.414173,8.924926,2.096707776,27,7.5
1112,4,9.2032,-0.7,151,88,44.414217,8.924851,44.17684068,27.36,7.6
1113,3.8,9.2108,0,151,88,44.414263,8.92478,91.146496,27.36,7.6
1114,3.8,9.2185,0,150,89,44.414311,8.92471,91.146496,27.36,7.6
1115,4,9.2264,2.6,150,89,44.414357,8.92464,270.8798442,27.72,7.7
1116,4,9.2341,2.6,150,90,44.414402,8.924567,270.8798442,27.72,7.7
1117,4.6,9.2418,1.9,150,89,44.414449,8.924494,223.3313628,27.72,7.7
1118,4.6,9.2497,1.3,150,89,44.414498,8.924421,186.8230381,28.08,7.8
1119,4.6,9.2573,-1.3,150,89,44.414547,8.924349,7.786046087,28.08,7.8
1120,4.4,9.265,-1.3,150,89,44.414592,8.924281,5.817665984,27.72,7.7
1121,4.2,9.2728,-1.3,149,89,44.41464,8.924212,5.817665984,27.72,7.7
1122,4.2,9.2806,1.9,149,89,44.414687,8.924143,228.1245961,28.08,7.8
1123,4.2,9.2883,3.9,149,90,44.414731,8.924073,359.1072661,27.72,7.7
1124,5,9.296,3.3,149,89,44.414774,8.924002,318.4013251,27.72,7.7
1125,5.4,9.3036,3.2,149,88,44.414817,8.923928,311.6144588,27.72,7.7
1126,5.2,9.3112,0.7,149,87,44.41486,8.923853,141.7769382,27.72,7.7
1127,5.2,9.3191,-1.3,149,88,44.414902,8.923775,5.817665984,27.72,7.7
1128,5.2,9.3267,0,148,89,44.414943,8.923694,94.190327,27.72,7.7
1129,5,9.3345,-0.6,149,90,44.414985,8.923611,53.40068963,27.72,7.7
1130,5.2,9.3425,-0.6,148,90,44.415027,8.923529,55.98703108,28.08,7.8
1131,5,9.3501,0,148,90,44.415066,8.923446,97.306404,28.08,7.8
1132,5,9.3578,-0.7,148,89,44.415105,8.923364,46.6026499,27.72,7.7
1133,5,9.3655,0,149,88,44.415141,8.923282,97.306404,28.08,7.8
1134,5,9.373,0,148,88,44.415175,8.923198,94.190327,27.72,7.7
1135,5,9.3804,0.7,148,86,44.415209,8.923115,138.1150992,27.36,7.6
1136,5,9.3879,1.4,148,85,44.41524,8.923031,185.0757472,27.36,7.6
1137,5.2,9.3952,1.4,148,85,44.415264,8.922949,180.867315,27,7.5
1138,5.4,9.4024,1.4,148,82,44.415287,8.922866,176.7292568,26.64,7.4
