time,altitude,distance,grade,heartrate,cadence,lat,long,power,velocity1,velocity
6140,9,49.7799,-1.1,141,95,44.332263,8.519331,38.67284612,30.6,8.5
6141,9,49.789,-1.1,141,91,44.332226,8.519227,47.1855701,31.68,8.8
6142,9,49.7984,-1.1,141,89,44.332192,8.519114,53.27186942,32.4,9
6143,8.8,49.8079,-1.6,141,91,44.33216,8.519003,19.09189764,33.12,9.2
6144,8.6,49.8176,-2.6,142,92,44.332126,8.518885,0,33.48,9.3
6145,8.4,49.8274,-2.5,141,94,44.332087,8.518768,0,34.2,9.5
6146,8,49.8373,-2.5,141,94,44.332052,8.518652,0,34.92,9.7
6147,7.8,49.8473,-2.5,140,96,44.332018,8.518536,0,35.28,9.8
6148,7.6,49.8575,-2,140,97,44.331987,8.518416,6.305662978,35.64,9.9
6149,7.4,49.8675,-2,140,97,44.331956,8.518296,9.482456543,36,10
6150,7.2,49.8778,-1.5,139,98,44.331923,8.518173,57.32135671,36.36,10.1
6151,7,49.888,-1,139,97,44.331889,8.518057,101.8990027,36.36,10.1
6152,7,49.8983,-1,138,98,44.331857,8.517937,106.1469137,36.72,10.2
6153,7,49.9086,-1,138,98,44.331824,8.51782,106.1469137,36.72,10.2
6154,6.8,49.9188,-2,138,97,44.331792,8.517703,19.57922524,37.08,10.3
6155,6.6,49.9291,-2.9,138,98,44.331757,8.517579,0,37.08,10.3
6156,6.2,49.9393,-3,138,97,44.331722,8.517456,0,37.08,10.3
6157,5.8,49.9493,-2.5,139,96,44.331685,8.517337,0,36.72,10.2
6158,5.6,49.9594,-1,139,95,44.331648,8.517216,106.1469137,36.72,10.2
6159,5.6,49.969,0.5,139,93,44.331613,8.517101,230.176895,36,10
6160,5.8,49.9789,0,139,92,44.331577,8.516987,186.0328,36,10
6161,6,49.9883,-1.6,138,91,44.331546,8.516872,37.8164974,35.28,9.8
6162,5.6,49.9979,-3.7,138,90,44.331515,8.516755,0,34.92,9.7
6163,5,50.0076,-4.2,138,91,44.331486,8.516644,0,34.56,9.6
6164,4.4,50.017,-2.6,137,91,44.331456,8.516534,0,34.56,9.6
6165,4.4,50.0264,-1.6,136,90,44.331426,8.516423,28.05327452,34.2,9.5
6166,4.6,50.0358,-1.6,136,89,44.331392,8.516312,28.05327452,34.2,9.5
6167,4.4,50.0451,-2.1,135,89,44.331358,8.516208,0,33.84,9.4
6168,3.8,50.0543,-3.2,135,88,44.33132,8.5161,0,33.48,9.3
6169,3.6,50.0637,-2.7,136,89,44.331287,8.515992,0,33.48,9.3
6170,3.4,50.0729,-0.5,136,89,44.331249,8.515888,112.2988937,33.48,9.3
6171,3.4,50.082,-1.1,136,87,44.331202,8.515786,59.69582474,33.12,9.2
6172,3.6,50.091,-1.6,137,87,44.331167,8.515683,19.09189764,33.12,9.2
6173,3.2,50.1001,-2.2,137,87,44.331135,8.515575,0,33.12,9.2
6174,2.8,50.1093,-3.3,138,87,44.331104,8.515464,0,32.76,9.1
6175,2.6,50.1185,-2.2,138,87,44.331072,8.515357,0,32.76,9.1
6176,2.4,50.1276,-1.1,138,87,44.331036,8.515245,56.44117208,32.76,9.1
6177,2.4,50.1368,-0.5,138,88,44.331003,8.515134,108.4282548,33.12,9.2
6178,2.4,50.1459,0.5,138,87,44.330975,8.515023,189.6540394,33.12,9.2
6179,2.4,50.1551,0.5,137,88,44.330944,8.514912,189.6540394,33.12,9.2
6180,2.6,50.1643,0,137,87,44.33092,8.514805,149.041472,33.12,9.2
6181,2.6,50.1734,0.6,138,87,44.33089,8.514695,197.7762069,33.12,9.2
6182,2.4,50.1823,0.6,137,86,44.330859,8.514587,193.0206805,32.76,9.1
6183,2.6,50.1912,0,138,84,44.330829,8.51448,144.815671,32.76,9.1
6184,2.8,50.1999,-0.6,137,83,44.330797,8.514373,92.99902047,32.4,9
6185,2.6,50.2086,-1.7,137,83,44.330763,8.514269,3.052078863,32.04,8.9
6186,2.2,50.2174,-1.7,138,83,44.330729,8.514167,0.580273842,31.68,8.8
6187,2,50.2259,-0.6,137,83,44.330699,8.514057,82.66961412,31.32,8.7
6188,2.2,50.2347,0,137,83,44.330669,8.513952,128.756607,31.32,8.7
6189,2.4,50.2434,0.6,137,83,44.330639,8.513848,174.842715,31.32,8.7
6190,2.2,50.2521,1.2,137,84,44.330608,8.513746,220.9229616,31.32,8.7
6191,2.2,50.2609,1.7,137,83,44.330578,8.513645,259.3151011,31.32,8.7
6192,2.6,50.2694,3,137,82,44.330549,8.513545,359.0788268,31.32,8.7
6193,3,50.2778,3,138,81,44.330523,8.513437,352.623034,30.96,8.6
6194,3.2,50.2859,0.6,138,88,44.330492,8.513333,166.2471123,30.6,8.5
6195,3.2,50.2939,-2.5,138,85,44.330468,8.51323,0,30.24,8.4
6196,2.8,50.302,-4.9,139,85,44.330444,8.51313,0,29.52,8.2
6197,2.2,50.3101,-5.6,140,86,44.33042,8.513026,0,29.16,8.1
6198,1.6,50.3183,-3.8,140,87,44.330397,8.512923,0,29.16,8.1
6199,1.4,50.3261,-0.6,141,87,44.330368,8.512822,61.38019598,28.8,8
6200,1.6,50.3338,1.4,140,87,44.330345,8.512727,202.631936,28.8,8
6201,2,50.3412,2.2,140,0,44.330325,8.51263,0,28.08,7.8
6202,2,50.3477,0,140,0,44.330302,8.51254,0,27,7.5
6203,2,50.3534,-4,139,0,44.330279,8.512465,0,25.2,7
6204,1.6,50.3584,-8.8,137,0,44.330263,8.512394,0,23.4,6.5
6205,1.2,50.3614,-17.4,136,0,44.330255,8.512348,0,19.8,5.5
6206,0.8,50.3614,-14,134,0,44.330252,8.51232,0,14.4,4
6207,0.6,50.3614,-6.3,133,0,44.330251,8.512302,0,9.72,2.7
6208,0.4,50.3626,-2.8,133,0,44.330248,8.512282,0,6.48,1.8
6209,0.4,50.3648,0,132,0,44.330244,8.512253,0,4.68,1.3
6210,0.6,50.3669,3.1,132,27,44.330237,8.512215,0,3.96,1.1
6211,0.8,50.3711,2.5,133,42,44.330227,8.512167,48.56531687,6.84,1.9
6212,0.8,50.3756,1.1,133,42,44.330217,8.512113,38.84950039,10.08,2.8
6213,0.8,50.3805,1,133,49,44.3302,8.512059,49.67199839,12.96,3.6
6214,0.8,50.3858,2.1,134,53,44.330183,8.512008,101.8115713,15.12,4.2
6215,1,50.3908,1.1,134,53,44.330168,8.511949,78.06442353,17.28,4.8
6216,1.2,50.395,0,135,53,44.330157,8.511894,31.450944,17.28,4.8
6217,1,50.3986,-1.3,134,0,44.330146,8.511847,0,16.56,4.6
6218,0.8,50.402,-3.8,135,0,44.330134,8.511804,0,15.48,4.3
6219,0.8,50.406,-2.4,135,0,44.330118,8.511764,0,14.4,4
6220,0.6,50.4106,-1.1,135,0,44.330104,8.511721,0,14.4,4
6221,0.6,50.4153,-1.2,135,0,44.330094,8.511672,0,14.76,4.1
6222,0.6,50.4197,-1.3,135,0,44.330085,8.511624,0,15.12,4.2
6223,0.6,50.4233,-3.1,135,0,44.330078,8.511579,0,15.48,4.3
6224,0.4,50.4263,-7,134,0,44.330072,8.511545,0,14.76,4.1
6225,0.2,50.4283,-4.6,133,0,44.330065,8.511524,0,12.6,3.5
6226,0,50.4283,-3.7,133,0,44.33006,8.511517,0,9.36,2.6
6227,0,50.4283,-3.5,132,0,44.330057,8.511519,0,3.6,1
6228,0.2,50.4283,-2.8,133,0,44.330035,8.511496,0,0,0
6229,0.2,50.4284,0,133,0,44.330029,8.51147,0,0,0
6230,0.2,50.4305,-1.7,133,33,44.330025,8.511437,0,1.44,0.4
6231,0.2,50.4348,-1.1,133,44,44.330015,8.511391,0,3.24,0.9
6232,0,50.4404,1,134,53,44.329996,8.511335,18.16312099,5.4,1.5
6233,0,50.4459,1.8,134,59,44.329976,8.511271,28.75424776,5.4,1.5
6234,0.4,50.4514,2.7,134,69,44.329959,8.511202,138.3948936,16.56,4.6
6235,0.6,50.457,3.5,134,72,44.329941,8.511133,202.5940439,19.08,5.3
6236,0.6,50.4627,1.7,133,70,44.329921,8.51106,128.0377474,20.16,5.6
6237,0.8,50.4686,1.7,133,67,44.329904,8.510985,128.0377474,20.16,5.6
6238,0.8,50.4747,2.4,134,73,44.329889,8.510906,170.5041469,20.88,5.8
6239,1,50.4811,2.4,134,75,44.329869,8.510827,174.5258745,21.24,5.9
6240,1.2,50.4876,3.1,134,76,44.329846,8.510747,220.3900212,21.96,6.1
6241,1.4,50.4941,2.3,133,76,44.329821,8.510663,185.6188783,22.68,6.3
6242,1.6,50.5006,1.5,133,76,44.329791,8.510584,144.6618404,23.04,6.4
6243,1.6,50.5071,1.5,133,77,44.329766,8.510508,148.2358967,23.4,6.5
6244,1.6,50.5136,1.5,133,77,44.329741,8.510433,148.2358967,23.4,6.5
6245,1.8,50.5204,0.7,134,79,44.329715,8.510353,105.2643199,23.76,6.6
6246,2,50.5273,0,134,80,44.329688,8.51027,64.475796,23.76,6.6
6247,1.8,50.5344,-1.4,135,83,44.329662,8.510184,0,24.48,6.8
6248,1.6,50.5417,-2.1,136,85,44.329637,8.510095,0,24.84,6.9
6249,1.4,50.549,-0.7,136,86,44.329608,8.510005,33.09872458,25.56,7.1
6250,1.4,50.5564,0,137,86,44.329583,8.509911,79.674912,25.92,7.2
6251,1.6,50.5637,1.3,138,87,44.329557,8.509819,166.2175073,26.28,7.3
6252,1.6,50.5712,2,138,87,44.329529,8.509728,215.9107218,26.64,7.4
6253,1.8,50.5788,2,139,90,44.329503,8.509635,215.9107218,26.64,7.4
6254,2,50.5865,2,140,91,44.329479,8.509541,220.5782593,27,7.5
6255,2.2,50.594,1.9,140,88,44.329454,8.509444,213.9606982,27,7.5
6256,2.2,50.6018,2.6,141,83,44.329431,8.50935,265.5413441,27.36,7.6
6257,2.4,50.6097,4.6,142,83,44.3294,8.509253,406.5601901,27.72,7.7
6258,2.8,50.6172,5.9,143,82,44.32937,8.509161,494.5577318,27.72,7.7
6259,3.6,50.6247,5.4,145,79,44.329346,8.509072,452.9302756,27.36,7.6
6260,4,50.6321,4.7,146,78,44.329318,8.508983,406.146947,27.36,7.6
6261,4,50.6395,3.4,148,78,44.329293,8.508895,313.1712201,27,7.5
6262,4.2,50.6468,4,149,81,44.329264,8.508807,346.3847022,26.64,7.4
6263,4.6,50.6543,5.3,151,81,44.329236,8.508715,431.030587,26.64,7.4
6264,5.2,50.6619,4.6,152,81,44.329208,8.508623,385.4714367,26.64,7.4
6265,5.6,50.6695,2,154,81,44.329181,8.508531,220.5782593,27,7.5
6266,5.6,50.6774,-0.6,155,81,44.329153,8.508438,50.88659418,27.36,7.6
6267,5.2,50.6847,-2.6,156,81,44.329124,8.508345,0,27.36,7.6
6268,5,50.6928,-2,158,82,44.329093,8.508252,0,27.72,7.7
6269,4.8,50.7006,0.6,159,80,44.329063,8.508157,134.9791812,27.72,7.7
6270,5,50.7081,0.6,160,80,44.329034,8.508059,134.9791812,27.72,7.7
6271,5.4,50.7163,-0.6,160,80,44.329005,8.507966,55.98703108,28.08,7.8
6272,5.2,50.7241,-3,159,0,44.328977,8.507867,0,28.44,7.9
6273,4.6,50.7328,-4.8,159,0,44.328946,8.507767,0,28.8,8
6274,4,50.741,-4.8,159,0,44.328914,8.507667,0,29.16,8.1
6275,3.8,50.7493,-3.7,158,0,44.328883,8.507567,0,29.52,8.2
6276,3.6,50.7574,-2.6,157,0,44.328854,8.507467,0,29.52,8.2
6277,3.4,50.7648,-2,156,0,44.328825,8.507373,0,29.16,8.1
6278,3.2,50.7723,-1.3,155,0,44.328795,8.507282,0,28.44,7.9
6279,3.2,50.78,-1.9,154,80,44.328766,8.507194,0,28.08,7.8
6280,3.2,50.788,-1.9,153,83,44.328735,8.507102,0,27.72,7.7
6281,2.8,50.7961,-2.4,153,84,44.328708,8.507006,0,27.72,7.7
6282,2.6,50.8044,-1.8,153,86,44.328678,8.50691,0,28.44,7.9
6283,2.4,50.813,0,152,87,44.328649,8.506814,107.097471,29.16,8.1
6284,2.6,50.8213,0.6,153,88,44.328616,8.506716,157.9704455,29.88,8.3
6285,2.8,50.8294,1.2,152,88,44.328582,8.506619,201.93206,29.88,8.3
6286,2.8,50.8377,0.6,152,88,44.328547,8.506521,157.9704455,29.88,8.3
6287,2.8,50.8461,0,151,88,44.328514,8.506423,114.003239,29.88,8.3
6288,2.8,50.8545,0,151,88,44.328478,8.506325,114.003239,29.88,8.3
6289,2.8,50.8627,0,151,88,44.328444,8.506227,114.003239,29.88,8.3
6290,2.8,50.8712,0,151,87,44.328407,8.506129,117.572448,30.24,8.4
6291,2.8,50.879,0,150,86,44.328373,8.506034,114.003239,29.88,8.3
6292,2.8,50.8872,0.6,150,86,44.32834,8.505938,153.9493731,29.52,8.2
6293,2.8,50.8951,0.6,149,85,44.328303,8.505847,150.0052267,29.16,8.1
6294,3,50.9028,0.7,148,73,44.328267,8.505758,153.199675,28.8,8
6295,3,50.9103,0,146,73,44.328233,8.505671,97.306404,28.08,7.8
6296,3,50.9176,-0.7,145,73,44.328199,8.505588,46.6026499,27.72,7.7
6297,2.8,50.9242,-0.8,144,0,44.328166,8.505509,0,26.64,7.4
6298,2.8,50.9298,-1.6,144,0,44.328135,8.50544,0,24.84,6.9
6299,2.8,50.9357,-1.6,142,0,44.328107,8.505375,0,23.76,6.6
6300,2.6,50.9419,-3.1,142,63,44.32808,8.505308,0,22.68,6.3
6301,2.4,50.9485,-3.7,141,67,44.328053,8.505236,0,22.32,6.2
6302,2,50.9555,-2.1,140,72,44.328026,8.50516,0,22.68,6.3
6303,1.8,50.9626,-0.7,140,75,44.327995,8.505082,23.68635849,23.76,6.6
6304,2,50.9699,2,139,76,44.327961,8.505002,189.3309351,24.48,6.8
6305,2.2,50.9777,3.3,138,78,44.327928,8.504917,289.3267544,25.92,7.2
6306,2.6,50.9853,3.2,137,81,44.327893,8.504831,294.2248897,26.64,7.4
6307,2.8,50.9932,3.9,137,81,44.327856,8.504749,346.2099546,27,7.5
6308,3,51.0008,2.6,137,81,44.327815,8.50467,265.5413441,27.36,7.6
6309,3.4,51.0086,1.9,137,82,44.327782,8.504584,223.3313628,27.72,7.7
6310,3.4,51.0164,0.6,138,82,44.327746,8.504507,134.9791812,27.72,7.7
6311,3.4,51.0243,-0.6,138,82,44.327707,8.504426,55.98703108,28.08,7.8
6312,3.2,51.032,-0.6,139,83,44.32767,8.504341,55.98703108,28.08,7.8
6313,3.2,51.04,-0.6,139,83,44.327637,8.504254,55.98703108,28.08,7.8
6314,3.2,51.0481,0,140,84,44.327602,8.504168,100.495663,28.44,7.9
6315,3.2,51.0562,-0.6,140,84,44.327567,8.504082,61.38019598,28.8,8
6316,3.2,51.0645,-1.2,140,84,44.327532,8.503995,19.00511476,28.8,8
6317,3,51.0726,-1.8,141,84,44.3275,8.503901,0,29.16,8.1
6318,2.8,51.0807,-1.8,141,84,44.327468,8.503808,0,29.16,8.1
6319,2.6,51.089,-1.8,142,84,44.327423,8.503728,0,29.52,8.2
6320,2.6,51.0971,-1.8,142,85,44.327386,8.503641,0,29.52,8.2
6321,2.4,51.1055,-0.6,143,86,44.327349,8.503552,67.07357688,29.52,8.2
6322,2.2,51.1137,0,143,86,44.32731,8.503462,110.511892,29.52,8.2
6323,2.4,51.1224,1.2,143,87,44.327277,8.503364,201.93206,29.88,8.3
6324,2.6,51.1311,2.3,144,91,44.327243,8.503266,288.0973537,30.24,8.4
6325,2.8,51.1402,1.7,144,93,44.327208,8.503165,254.0060178,30.96,8.6
6326,3,51.1492,0.5,145,93,44.32717,8.503068,167.1619697,31.32,8.7
6327,3,51.1584,-0.5,145,94,44.32713,8.502972,97.3303098,32.04,8.9
6328,2.8,51.1676,-1.6,145,94,44.32709,8.502872,13.55063639,32.4,9
6329,2.6,51.1766,-1.7,146,94,44.32705,8.502772,8.247058905,32.76,9.1
6330,2.4,51.1856,-1.7,146,93,44.327014,8.502671,8.247058905,32.76,9.1
6331,2.4,51.1943,-1.1,146,92,44.326984,8.502568,53.27186942,32.4,9
6332,2.2,51.2032,-1.1,147,91,44.326955,8.502468,53.27186942,32.4,9
6333,2.2,51.212,-1.7,147,90,44.326926,8.502369,3.052078863,32.04,8.9
6334,2,51.2205,-1.2,148,89,44.326896,8.502266,39.41730624,31.68,8.8
6335,1.8,51.229,-0.6,149,88,44.326869,8.502167,82.66961412,31.32,8.7
6336,1.8,51.2371,0.6,149,88,44.326843,8.50207,170.5045786,30.96,8.6
6337,2,51.2451,2.5,148,88,44.326816,8.501971,302.9161219,30.24,8.4
6338,2.2,51.2532,3.1,148,83,44.326786,8.501873,334.8261857,29.52,8.2
6339,2.6,51.2614,3.1,148,84,44.326757,8.501776,334.8261857,29.52,8.2
6340,2.8,51.2695,1.9,148,83,44.326727,8.501681,242.947132,29.16,8.1
6341,3,51.2774,-0.6,148,82,44.326696,8.501591,64.18889143,29.16,8.1
6342,2.8,51.2852,-1.2,147,81,44.326663,8.501502,19.00511476,28.8,8
6343,2.4,51.2934,0,146,84,44.326622,8.501416,103.75904,28.8,8
6344,2.4,51.302,0,146,86,44.32657,8.501342,107.097471,29.16,8.1
6345,3,51.3102,0.6,147,86,44.326524,8.501262,150.0052267,29.16,8.1
6346,2.8,51.3185,0.6,147,86,44.326483,8.501174,153.9493731,29.52,8.2
6347,2.6,51.3268,-0.6,147,86,44.326441,8.501085,70.03518832,29.88,8.3
6348,2.6,51.3352,0.6,147,85,44.326393,8.501001,162.0693799,30.24,8.4
6349,2.8,51.3436,1.2,147,85,44.326344,8.500923,201.93206,29.88,8.3
6350,3,51.3519,1.8,147,86,44.326292,8.500846,245.8833376,29.88,8.3
6351,3,51.3602,1.2,148,85,44.326241,8.500765,201.93206,29.88,8.3
6352,3.2,51.3685,0,148,86,44.326192,8.500682,114.003239,29.88,8.3
6353,3.2,51.377,0,148,86,44.326136,8.50061,117.572448,30.24,8.4
6354,3,51.3852,-0.6,149,85,44.326081,8.500535,70.03518832,29.88,8.3
6355,3,51.3934,-1.2,149,86,44.326022,8.500464,26.07104156,29.88,8.3
6356,3,51.4017,-1.3,149,85,44.325958,8.500405,18.74439661,29.88,8.3
6357,2.8,51.4097,-2,150,85,44.325892,8.500357,0,29.52,8.2
6358,2.6,51.4169,-2.7,150,85,44.325852,8.500283,0,28.8,8
6359,2.4,51.4236,-2,151,0,44.325804,8.500228,0,27.72,7.7
6360,2.2,51.4312,-1.3,151,0,44.325747,8.500191,0,27.36,7.6
6361,2.2,51.4392,0.6,152,81,44.325694,8.500133,127.9033785,27,7.5
6362,2.2,51.4479,1.2,152,84,44.325639,8.500067,171.6596333,27.36,7.6
6363,2.6,51.4567,2.3,153,91,44.325579,8.5,266.1637121,28.8,8
6364,2.6,51.4655,2.9,153,91,44.325516,8.499937,332.546533,30.24,8.4
6365,3,51.4744,2.9,154,91,44.325449,8.499881,345.0407116,30.96,8.6
6366,3.2,51.4829,4,155,90,44.325382,8.499825,435.7406618,31.32,8.7
6367,3.6,51.4917,3.5,155,89,44.325315,8.499774,404.3982035,31.68,8.8
6368,4,51.5003,2.9,156,88,44.325251,8.499719,351.4083379,31.32,8.7
6369,4.2,51.5087,1.8,156,87,44.325176,8.49968,261.5950451,30.96,8.6
6370,4.2,51.517,0.6,157,86,44.325108,8.499637,166.2471123,30.6,8.5
6371,4.2,51.5254,0,157,86,44.325042,8.499591,121.220455,30.6,8.5
6372,4.2,51.5339,0.6,158,86,44.324971,8.49955,162.0693799,30.24,8.4
6373,4.2,51.5422,0.6,158,86,44.324903,8.499509,162.0693799,30.24,8.4
6374,4.4,51.5507,0.6,159,87,44.324834,8.499466,162.0693799,30.24,8.4
6375,4.4,51.5592,0.6,159,87,44.324766,8.499419,162.0693799,30.24,8.4
6376,4.4,51.5677,0.6,159,88,44.324691,8.499375,166.2471123,30.6,8.5
6377,4.4,51.5762,1.8,159,88,44.324617,8.499335,256.2783873,30.6,8.5
6378,4.6,51.5848,2.9,159,88,44.324544,8.499294,338.7537553,30.6,8.5
6379,5,51.5934,4.2,159,88,44.324473,8.499249,436.1169669,30.6,8.5
6380,5.4,51.6016,4.2,159,86,44.324403,8.499205,436.1169669,30.6,8.5
6381,5.8,51.6098,3.1,159,85,44.324336,8.499161,347.357822,30.24,8.4
6382,6,51.6179,1.2,159,84,44.324269,8.499113,201.93206,29.88,8.3
6383,6,51.6261,0,158,84,44.324204,8.499062,114.003239,29.88,8.3
6384,5.8,51.6342,0,158,84,44.324141,8.499015,110.511892,29.52,8.2
6385,5.8,51.6423,0,158,83,44.324081,8.498964,107.097471,29.16,8.1
6386,6,51.6504,1.2,158,83,44.324019,8.498916,192.9075253,29.16,8.1
6387,6,51.6584,1.9,158,83,44.323955,8.498873,242.947132,29.16,8.1
6388,6.2,51.6664,1.3,158,82,44.323889,8.49883,200.0570526,29.16,8.1
6389,6.4,51.6743,1.3,158,81,44.323827,8.498782,195.5709724,28.8,8
6390,6.4,51.6823,2.6,158,81,44.323765,8.498736,287.3325644,28.8,8
6391,6.4,51.69,4.5,158,80,44.323705,8.498684,414.0267361,28.44,7.9
6392,7,51.6977,5.3,157,80,44.323644,8.498643,469.6165003,28.44,7.9
6393,7.8,51.7053,5.4,157,79,44.323584,8.498605,468.6108094,28.08,7.8
6394,8,51.7127,3.4,157,77,44.32353,8.498557,325.1874986,27.72,7.7
6395,8,51.7199,0.7,157,76,44.323468,8.49852,134.5245703,27,7.5
6396,8,51.7274,-0.7,158,76,44.323402,8.498494,41.82234146,27,7.5
6397,8,51.7347,-0.7,158,75,44.323341,8.498461,39.53821624,26.64,7.4
6398,7.8,51.742,0,158,76,44.32328,8.498433,82.439119,26.28,7.3
6399,7.8,51.7494,-0.7,158,76,44.323219,8.498402,37.32352902,26.28,7.3
6400,8,51.7568,0,159,76,44.323153,8.498381,85.271828,26.64,7.4
6401,7.8,51.7641,0.7,159,76,44.323089,8.498357,127.5536984,26.28,7.3
6402,7.8,51.7713,0.7,159,76,44.323028,8.498329,127.5536984,26.28,7.3
6403,8,51.7787,1.4,159,75,44.322968,8.498299,172.6606366,26.28,7.3
6404,8.2,51.7861,1.4,159,75,44.322906,8.498271,172.6606366,26.28,7.3
6405,8.2,51.7934,0.7,160,75,44.322844,8.498236,127.5536984,26.28,7.3
6406,8.2,51.8005,-0.7,160,74,44.322784,8.4982,37.32352902,26.28,7.3
6407,8.2,51.8079,-0.7,160,74,44.322728,8.498157,37.32352902,26.28,7.3
6408,8,51.8151,-0.7,160,75,44.322672,8.498112,37.32352902,26.28,7.3
6409,8,51.8225,-0.7,160,76,44.322615,8.498064,37.32352902,26.28,7.3
6410,8,51.8299,0,160,76,44.322561,8.498009,82.439119,26.28,7.3
6411,8,51.8375,0,161,76,44.322508,8.497953,85.271828,26.64,7.4
6412,8,51.8451,0.7,161,77,44.322457,8.497895,131.0044153,26.64,7.4
6413,8,51.8526,1.3,160,78,44.322404,8.497839,174.2476616,27,7.5
6414,8.2,51.8604,2.6,161,78,44.322352,8.497781,265.5413441,27.36,7.6
6415,8.4,51.868,2.6,161,78,44.322304,8.497717,265.5413441,27.36,7.6
6416,8.8,51.8757,1.9,161,79,44.322252,8.497659,218.6103755,27.36,7.6
6417,8.8,51.8837,1.9,161,80,44.322202,8.497595,223.3313628,27.72,7.7
6418,8.8,51.8915,0.6,161,81,44.322155,8.497523,138.6249836,28.08,7.8
6419,9,51.8995,0.6,161,81,44.322099,8.497465,138.6249836,28.08,7.8
6420,9,51.9074,0.6,160,81,44.322048,8.497394,142.343968,28.44,7.9
6421,9,51.9154,0,160,82,44.321999,8.497322,100.495663,28.44,7.9
6422,9,51.9234,-0.6,160,82,44.321955,8.497245,58.64655453,28.44,7.9
6423,9,51.9313,-1.3,160,82,44.32191,8.497167,11.94328829,28.8,8
6424,8.8,51.9392,-1.2,159,82,44.321864,8.497092,16.80116183,28.44,7.9
6425,8.6,51.9474,-1.2,159,83,44.321819,8.497014,19.00511476,28.8,8
6426,8.6,51.9555,0,159,83,44.321775,8.496931,103.75904,28.8,8
6427,8.6,51.9638,2.4,159,83,44.321733,8.496845,278.6772333,29.16,8.1
6428,8.8,51.972,3.1,158,84,44.321699,8.496753,328.6762245,29.16,8.1
6429,9.4,51.9801,3.1,157,84,44.321663,8.496659,334.8261857,29.52,8.2
6430,9.6,51.9882,1.2,157,83,44.321631,8.496562,197.3813296,29.52,8.2
6431,9.6,51.9962,-0.6,156,84,44.321603,8.496459,64.18889143,29.16,8.1
6432,9.2,52.0044,-1.2,156,83,44.321571,8.496367,21.28412169,29.16,8.1
6433,9.2,52.0126,-1.2,155,83,44.321538,8.496273,21.28412169,29.16,8.1
6434,9.2,52.0206,0.6,155,83,44.321498,8.496188,150.0052267,29.16,8.1
6435,9.2,52.0288,0.6,155,83,44.321461,8.496101,150.0052267,29.16,8.1
6436,9.4,52.0368,0,155,83,44.321426,8.496005,107.097471,29.16,8.1
6437,9.4,52.045,0,154,83,44.321392,8.495909,107.097471,29.16,8.1
6438,9.2,52.0533,0.6,154,84,44.321356,8.495815,150.0052267,29.16,8.1
6439,9.2,52.0615,0.6,154,85,44.321317,8.495729,153.9493731,29.52,8.2
6440,9.6,52.0697,1.2,153,84,44.321274,8.495645,197.3813296,29.52,8.2
6441,9.6,52.0779,0.6,153,84,44.321229,8.495563,153.9493731,29.52,8.2
6442,9.6,52.0861,-1.2,152,84,44.321185,8.495482,23.63911863,29.52,8.2
6443,9.4,52.0943,-1.8,151,85,44.321137,8.495405,0,29.52,8.2
6444,9.2,52.1027,-1.8,151,85,44.321086,8.495331,0,29.52,8.2
6445,9,52.1108,-0.6,150,84,44.321033,8.495262,67.07357688,29.52,8.2
6446,9,52.1191,0.6,149,85,44.320977,8.495201,153.9493731,29.52,8.2
6447,9.2,52.1273,0.6,149,85,44.320917,8.495146,153.9493731,29.52,8.2
6448,9.4,52.1356,0.6,148,85,44.320847,8.495105,157.9704455,29.88,8.3
6449,9.2,52.1439,-0.6,148,86,44.32078,8.495067,67.07357688,29.52,8.2
6450,9.2,52.1524,-1.2,147,86,44.320711,8.495031,26.07104156,29.88,8.3
6451,9,52.1607,-1.2,146,87,44.320643,8.494993,26.07104156,29.88,8.3
6452,9,52.1691,-1.8,146,86,44.32057,8.494962,0,30.24,8.4
6453,8.8,52.1777,-2.4,145,86,44.320495,8.494937,0,30.24,8.4
6454,8.6,52.186,-1.8,144,86,44.320422,8.494908,0,30.24,8.4
6455,8.2,52.1944,0.6,144,87,44.320351,8.494878,162.0693799,30.24,8.4
6456,8.4,52.2031,0.6,143,88,44.32027,8.494863,166.2471123,30.6,8.5
6457,9,52.2118,1.7,143,85,44.320198,8.494825,248.7776044,30.6,8.5
6458,8.8,52.2206,1.1,143,81,44.320113,8.494801,208.4640135,30.96,8.6
6459,8.8,52.2295,-1.1,143,82,44.320031,8.494768,44.26670144,31.32,8.7
6460,8.8,52.2385,-0.6,143,82,44.319951,8.494726,86.02989557,31.68,8.8
6461,8.6,52.2477,0,143,83,44.319888,8.49465,136.619183,32.04,8.9
6462,8.6,52.2568,0,143,83,44.319835,8.494558,140.67522,32.4,9
6463,8.8,52.2659,0,143,83,44.319771,8.494478,144.815671,32.76,9.1
6464,8.8,52.2751,0.5,142,84,44.319714,8.494393,184.9867975,32.76,9.1
6465,8.6,52.2845,0.5,142,85,44.319658,8.494306,189.6540394,33.12,9.2
6466,8.8,52.2936,0.5,141,85,44.319604,8.494218,189.6540394,33.12,9.2
6467,9,52.3029,1.1,141,85,44.319545,8.494136,238.3839744,33.12,9.2
6468,9,52.312,0.5,140,85,44.319479,8.494057,189.6540394,33.12,9.2
6469,9,52.3214,-0.5,140,85,44.319418,8.493975,112.2988937,33.48,9.3
6470,9,52.3307,-0.5,140,86,44.319363,8.493888,108.4282548,33.12,9.2
